"NEGERI","year","week","No_of_dengue_case"
"PERAK",2012," 9",NA
"SELANGOR",2012," 9",NA
"WPKL/PUTRAJAYA",2012," 9",NA
"N.SEMBILAN",2012," 9",NA
"MELAKA",2012," 9",NA
"JOHOR",2012," 9",NA
"PAHANG",2012," 9",NA
"TERENGGANU",2012," 9",NA
"KELANTAN",2012," 9",NA
"SARAWAK",2012," 9",NA
"SABAH",2012," 9",NA
"LABUAN",2012," 9",NA
"MALAYSIA",2012," 9","2"
"PERLIS",2013," 9",NA
"KEDAH",2013," 9",NA
"PULAU PINANG",2013," 9",NA
"PERAK",2013," 9",NA
"SELANGOR",2013," 9",NA
"WPKL/PUTRAJAYA",2013," 9",NA
"N.SEMBILAN",2013," 9",NA
"MELAKA",2013," 9",NA
"JOHOR",2013," 9",NA
"PAHANG",2013," 9",NA
"TERENGGANU",2013," 9",NA
"KELANTAN",2013," 9",NA
"SARAWAK",2013," 9",NA
"SABAH",2013," 9",NA
"LABUAN",2013," 9",NA
"MALAYSIA",2013," 9","0"
"PERLIS",2014," 9",NA
"KEDAH",2014," 9",NA
"PULAU PINANG",2014," 9",NA
"PERAK",2014," 9",NA
"SELANGOR",2014," 9","2"
"WPKL/PUTRAJAYA",2014," 9",NA
"N.SEMBILAN",2014," 9",NA
"MELAKA",2014," 9","1"
"JOHOR",2014," 9",NA
"PAHANG",2014," 9",NA
"TERENGGANU",2014," 9",NA
"KELANTAN",2014," 9",NA
"SARAWAK",2014," 9",NA
"SABAH",2014," 9",NA
"LABUAN",2014," 9",NA
"MALAYSIA",2014," 9","3"
"PERLIS",2015," 9",NA
"KEDAH",2015," 9",NA
"PULAU PINANG",2015," 9",NA
"PERAK",2015," 9",NA
"SELANGOR",2015," 9",NA
"WPKL/PUTRAJAYA",2015," 9",NA
"N.SEMBILAN",2015," 9",NA
"MELAKA",2015," 9",NA
"JOHOR",2015," 9",NA
"PAHANG",2015," 9",NA
"TERENGGANU",2015," 9",NA
"KELANTAN",2015," 9",NA
"SARAWAK",2015," 9",NA
"SABAH",2015," 9",NA
"LABUAN",2015," 9",NA
"MALAYSIA",2015," 9","0"
"PERLIS",2010," 10",NA
"KEDAH",2010," 10",NA
"PULAU PINANG",2010," 10",NA
"PERAK",2010," 10",NA
"SELANGOR",2010," 10","3"
"WPKL/PUTRAJAYA",2010," 10",NA
"N.SEMBILAN",2010," 10",NA
"MELAKA",2010," 10",NA
"JOHOR",2010," 10",NA
"PAHANG",2010," 10",NA
"TERENGGANU",2010," 10",NA
"KELANTAN",2010," 10","1"
"SARAWAK",2010," 10",NA
"SABAH",2010," 10",NA
"LABUAN",2010," 10",NA
"MALAYSIA",2010," 10","4"
"PERLIS",2011," 10",NA
"KEDAH",2011," 10",NA
"PULAU PINANG",2011," 10",NA
"PERAK",2011," 10",NA
"SELANGOR",2011," 10",NA
"WPKL/PUTRAJAYA",2011," 10",NA
"N.SEMBILAN",2011," 10",NA
"MELAKA",2011," 10",NA
"JOHOR",2011," 10",NA
"PAHANG",2011," 10",NA
"TERENGGANU",2011," 10",NA
"KELANTAN",2011," 10",NA
"SARAWAK",2011," 10",NA
"SABAH",2011," 10",NA
"LABUAN",2011," 10",NA
"MALAYSIA",2011," 10","NO MORTALITY"
"PERLIS",2012," 10",NA
"KEDAH",2012," 10",NA
"PULAU PINANG",2012," 10",NA
"PERAK",2012," 10",NA
"SELANGOR",2012," 10",NA
"WPKL/PUTRAJAYA",2012," 10",NA
"N.SEMBILAN",2012," 10",NA
"MELAKA",2012," 10",NA
"JOHOR",2012," 10",NA
"PAHANG",2012," 10",NA
"TERENGGANU",2012," 10",NA
"KELANTAN",2012," 10",NA
"SARAWAK",2012," 10",NA
"SABAH",2012," 10",NA
"LABUAN",2012," 10",NA
"MALAYSIA",2012," 10","0"
"PERLIS",2013," 10",NA
"KEDAH",2013," 10",NA
"PULAU PINANG",2013," 10",NA
"PERAK",2013," 10",NA
"SELANGOR",2013," 10",NA
"WPKL/PUTRAJAYA",2013," 10","2"
"N.SEMBILAN",2013," 10",NA
"MELAKA",2013," 10",NA
"JOHOR",2013," 10","1"
"PAHANG",2013," 10",NA
"TERENGGANU",2013," 10",NA
"KELANTAN",2013," 10",NA
"SARAWAK",2013," 10",NA
"SABAH",2013," 10",NA
"LABUAN",2013," 10",NA
"MALAYSIA",2013," 10","3"
"PERLIS",2014," 10",NA
"KEDAH",2014," 10",NA
"PULAU PINANG",2014," 10",NA
"PERAK",2014," 10",NA
"SELANGOR",2014," 10","3"
"WPKL/PUTRAJAYA",2014," 10",NA
"N.SEMBILAN",2014," 10",NA
"MELAKA",2014," 10",NA
"JOHOR",2014," 10","3"
"PAHANG",2014," 10",NA
"TERENGGANU",2014," 10","1"
"KELANTAN",2014," 10",NA
"SARAWAK",2014," 10","1"
"SABAH",2014," 10",NA
"LABUAN",2014," 10",NA
"MALAYSIA",2014," 10","8"
"PERLIS",2015," 10",NA
"KEDAH",2015," 10",NA
"PULAU PINANG",2015," 10",NA
"PERAK",2015," 10",NA
"SELANGOR",2015," 10",NA
"WPKL/PUTRAJAYA",2015," 10",NA
"N.SEMBILAN",2015," 10",NA
"MELAKA",2015," 10",NA
"JOHOR",2015," 10",NA
"PAHANG",2015," 10",NA
"TERENGGANU",2015," 10",NA
"KELANTAN",2015," 10",NA
"SARAWAK",2015," 10",NA
"SABAH",2015," 10",NA
"LABUAN",2015," 10",NA
"MALAYSIA",2015," 10","0"
"PERLIS",2010," 11",NA
"KEDAH",2010," 11",NA
"PULAU PINANG",2010," 11",NA
"PERAK",2010," 11",NA
"SELANGOR",2010," 11",NA
"WPKL/PUTRAJAYA",2010," 11",NA
"N.SEMBILAN",2010," 11",NA
"MELAKA",2010," 11","1"
"JOHOR",2010," 11","1"
"PAHANG",2010," 11",NA
"TERENGGANU",2010," 11",NA
"KELANTAN",2010," 11",NA
"SARAWAK",2010," 11",NA
"SABAH",2010," 11",NA
"LABUAN",2010," 11",NA
"MALAYSIA",2010," 11","2"
"PERLIS",2011," 11",NA
"KEDAH",2011," 11",NA
"PULAU PINANG",2011," 11",NA
"PERAK",2011," 11",NA
"SELANGOR",2011," 11",NA
"WPKL/PUTRAJAYA",2011," 11",NA
"N.SEMBILAN",2011," 11",NA
"MELAKA",2011," 11",NA
"JOHOR",2011," 11",NA
"PAHANG",2011," 11",NA
"TERENGGANU",2011," 11",NA
"KELANTAN",2011," 11",NA
"SARAWAK",2011," 11",NA
"SABAH",2011," 11",NA
"LABUAN",2011," 11",NA
"MALAYSIA",2011," 11","NO MORTALITY"
"PERLIS",2012," 11",NA
"KEDAH",2012," 11",NA
"PULAU PINANG",2012," 11",NA
"PERAK",2012," 11",NA
"SELANGOR",2012," 11","1"
"WPKL/PUTRAJAYA",2012," 11",NA
"N.SEMBILAN",2012," 11",NA
"MELAKA",2012," 11",NA
"JOHOR",2012," 11",NA
"PAHANG",2012," 11",NA
"TERENGGANU",2012," 11",NA
"KELANTAN",2012," 11",NA
"SARAWAK",2012," 11",NA
"SABAH",2012," 11",NA
"LABUAN",2012," 11",NA
"MALAYSIA",2012," 11","1"
"PERLIS",2013," 11",NA
"KEDAH",2013," 11","1"
"PULAU PINANG",2013," 11",NA
"PERAK",2013," 11",NA
"SELANGOR",2013," 11",NA
"WPKL/PUTRAJAYA",2013," 11",NA
"N.SEMBILAN",2013," 11",NA
"MELAKA",2013," 11",NA
"JOHOR",2013," 11","2"
"PAHANG",2013," 11",NA
"TERENGGANU",2013," 11",NA
"KELANTAN",2013," 11",NA
"SARAWAK",2013," 11",NA
"SABAH",2013," 11",NA
"LABUAN",2013," 11",NA
"MALAYSIA",2013," 11","3"
"PERLIS",2014," 11",NA
"KEDAH",2014," 11",NA
"PULAU PINANG",2014," 11",NA
"PERAK",2014," 11","1"
"SELANGOR",2014," 11","5"
"WPKL/PUTRAJAYA",2014," 11",NA
"N.SEMBILAN",2014," 11",NA
"MELAKA",2014," 11",NA
"JOHOR",2014," 11","2"
"PAHANG",2014," 11",NA
"TERENGGANU",2014," 11",NA
"KELANTAN",2014," 11","1"
"SARAWAK",2014," 11",NA
"SABAH",2014," 11",NA
"LABUAN",2014," 11",NA
"MALAYSIA",2014," 11","9"
"PERLIS",2015," 11",NA
"KEDAH",2015," 11",NA
"PULAU PINANG",2015," 11",NA
"PERAK",2015," 11",NA
"SELANGOR",2015," 11",NA
"WPKL/PUTRAJAYA",2015," 11",NA
"N.SEMBILAN",2015," 11",NA
"MELAKA",2015," 11",NA
"JOHOR",2015," 11",NA
"PAHANG",2015," 11",NA
"TERENGGANU",2015," 11",NA
"KELANTAN",2015," 11",NA
"SARAWAK",2015," 11",NA
"SABAH",2015," 11",NA
"LABUAN",2015," 11",NA
"MALAYSIA",2015," 11","0"
"PERLIS",2010," 12",NA
"KEDAH",2010," 12",NA
"PULAU PINANG",2010," 12",NA
"PERAK",2010," 12",NA
"SELANGOR",2010," 12","2"
"WPKL/PUTRAJAYA",2010," 12",NA
"N.SEMBILAN",2010," 12",NA
"MELAKA",2010," 12",NA
"JOHOR",2010," 12",NA
"PAHANG",2010," 12",NA
"TERENGGANU",2010," 12",NA
"KELANTAN",2010," 12",NA
"SARAWAK",2010," 12","1"
"SABAH",2010," 12",NA
"LABUAN",2010," 12",NA
"MALAYSIA",2010," 12","3"
"PERLIS",2011," 12",NA
"KEDAH",2011," 12",NA
"PULAU PINANG",2011," 12",NA
"PERAK",2011," 12",NA
"SELANGOR",2011," 12",NA
"WPKL/PUTRAJAYA",2011," 12",NA
"N.SEMBILAN",2011," 12",NA
"MELAKA",2011," 12",NA
"JOHOR",2011," 12",NA
"PAHANG",2011," 12",NA
"TERENGGANU",2011," 12",NA
"KELANTAN",2011," 12",NA
"SARAWAK",2011," 12",NA
"SABAH",2011," 12",NA
"LABUAN",2011," 12",NA
"MALAYSIA",2011," 12","NO MORTALITY"
"PERLIS",2012," 12",NA
"KEDAH",2012," 12",NA
"PULAU PINANG",2012," 12",NA
"PERAK",2012," 12",NA
"SELANGOR",2012," 12",NA
"WPKL/PUTRAJAYA",2012," 12",NA
"N.SEMBILAN",2012," 12",NA
"MELAKA",2012," 12",NA
"JOHOR",2012," 12",NA
"PAHANG",2012," 12",NA
"TERENGGANU",2012," 12",NA
"KELANTAN",2012," 12",NA
"SARAWAK",2012," 12",NA
"SABAH",2012," 12",NA
"LABUAN",2012," 12",NA
"MALAYSIA",2012," 12","0"
"PERLIS",2013," 12",NA
"KEDAH",2013," 12",NA
"PULAU PINANG",2013," 12",NA
"PERAK",2013," 12",NA
"SELANGOR",2013," 12",NA
"WPKL/PUTRAJAYA",2013," 12",NA
"N.SEMBILAN",2013," 12",NA
"MELAKA",2013," 12",NA
"JOHOR",2013," 12",NA
"PAHANG",2013," 12",NA
"TERENGGANU",2013," 12",NA
"KELANTAN",2013," 12",NA
"SARAWAK",2013," 12",NA
"SABAH",2013," 12",NA
"LABUAN",2013," 12",NA
"MALAYSIA",2013," 12","0"
"PERLIS",2014," 12",NA
"KEDAH",2014," 12",NA
"PULAU PINANG",2014," 12",NA
"PERAK",2014," 12","1"
"SELANGOR",2014," 12","2"
"WPKL/PUTRAJAYA",2014," 12","1"
"N.SEMBILAN",2014," 12",NA
"MELAKA",2014," 12","1"
"JOHOR",2014," 12",NA
"PAHANG",2014," 12",NA
"TERENGGANU",2014," 12",NA
"KELANTAN",2014," 12",NA
"SARAWAK",2014," 12",NA
"SABAH",2014," 12",NA
"LABUAN",2014," 12",NA
"MALAYSIA",2014," 12","5"
"PERLIS",2015," 12",NA
"KEDAH",2015," 12",NA
"PULAU PINANG",2015," 12",NA
"PERAK",2015," 12",NA
"SELANGOR",2015," 12",NA
"WPKL/PUTRAJAYA",2015," 12",NA
"N.SEMBILAN",2015," 12",NA
"MELAKA",2015," 12",NA
"JOHOR",2015," 12",NA
"PAHANG",2015," 12",NA
"TERENGGANU",2015," 12",NA
"KELANTAN",2015," 12",NA
"SARAWAK",2015," 12",NA
"SABAH",2015," 12",NA
"LABUAN",2015," 12",NA
"MALAYSIA",2015," 12","0"
"PERLIS",2010," 13",NA
"KEDAH",2010," 13",NA
"PULAU PINANG",2010," 13",NA
"PERAK",2010," 13",NA
"SELANGOR",2010," 13","1"
"WPKL/PUTRAJAYA",2010," 13",NA
"N.SEMBILAN",2010," 13",NA
"MELAKA",2010," 13",NA
"JOHOR",2010," 13","1"
"PAHANG",2010," 13",NA
"TERENGGANU",2010," 13",NA
"KELANTAN",2010," 13",NA
"SARAWAK",2010," 13",NA
"SABAH",2010," 13",NA
"LABUAN",2010," 13",NA
"MALAYSIA",2010," 13","2"
"PERLIS",2011," 13",NA
"KEDAH",2011," 13",NA
"PULAU PINANG",2011," 13",NA
"PERAK",2011," 13",NA
"SELANGOR",2011," 13","1"
"WPKL/PUTRAJAYA",2011," 13",NA
"N.SEMBILAN",2011," 13",NA
"MELAKA",2011," 13",NA
"JOHOR",2011," 13",NA
"PAHANG",2011," 13",NA
"TERENGGANU",2011," 13",NA
"KELANTAN",2011," 13",NA
"SARAWAK",2011," 13",NA
"SABAH",2011," 13",NA
"LABUAN",2011," 13",NA
"MALAYSIA",2011," 13","1"
"PERLIS",2012," 13",NA
"KEDAH",2012," 13",NA
"PULAU PINANG",2012," 13",NA
"PERAK",2012," 13",NA
"SELANGOR",2012," 13",NA
"WPKL/PUTRAJAYA",2012," 13",NA
"N.SEMBILAN",2012," 13",NA
"MELAKA",2012," 13",NA
"JOHOR",2012," 13",NA
"PAHANG",2012," 13",NA
"TERENGGANU",2012," 13",NA
"KELANTAN",2012," 13",NA
"SARAWAK",2012," 13",NA
"SABAH",2012," 13",NA
"LABUAN",2012," 13",NA
"MALAYSIA",2012," 13","0"
"PERLIS",2013," 13",NA
"KEDAH",2013," 13",NA
"PULAU PINANG",2013," 13",NA
"PERAK",2013," 13",NA
"SELANGOR",2013," 13",NA
"WPKL/PUTRAJAYA",2013," 13",NA
"N.SEMBILAN",2013," 13",NA
"MELAKA",2013," 13",NA
"JOHOR",2013," 13",NA
"PAHANG",2013," 13",NA
"TERENGGANU",2013," 13",NA
"KELANTAN",2013," 13",NA
"SARAWAK",2013," 13",NA
"SABAH",2013," 13",NA
"LABUAN",2013," 13",NA
"MALAYSIA",2013," 13","0"
"PERLIS",2014," 13",NA
"KEDAH",2014," 13",NA
"PULAU PINANG",2014," 13",NA
"PERAK",2014," 13",NA
"SELANGOR",2014," 13",NA
"WPKL/PUTRAJAYA",2014," 13",NA
"N.SEMBILAN",2014," 13",NA
"MELAKA",2014," 13",NA
"JOHOR",2014," 13",NA
"PAHANG",2014," 13",NA
"TERENGGANU",2014," 13",NA
"KELANTAN",2014," 13",NA
"SARAWAK",2014," 13",NA
"SABAH",2014," 13",NA
"LABUAN",2014," 13",NA
"MALAYSIA",2014," 13","MISSING"
"PERLIS",2015," 13",NA
"KEDAH",2015," 13",NA
"PULAU PINANG",2015," 13",NA
"PERAK",2015," 13",NA
"SELANGOR",2015," 13",NA
"WPKL/PUTRAJAYA",2015," 13",NA
"N.SEMBILAN",2015," 13",NA
"MELAKA",2015," 13",NA
"JOHOR",2015," 13",NA
"PAHANG",2015," 13",NA
"TERENGGANU",2015," 13",NA
"KELANTAN",2015," 13",NA
"SARAWAK",2015," 13",NA
"SABAH",2015," 13",NA
"LABUAN",2015," 13",NA
"MALAYSIA",2015," 13","0"
"PERLIS",2010," 14",NA
"KEDAH",2010," 14","1"
"PULAU PINANG",2010," 14",NA
"PERAK",2010," 14","1"
"SELANGOR",2010," 14",NA
"WPKL/PUTRAJAYA",2010," 14",NA
"N.SEMBILAN",2010," 14",NA
"MELAKA",2010," 14",NA
"JOHOR",2010," 14",NA
"PAHANG",2010," 14",NA
"TERENGGANU",2010," 14",NA
"KELANTAN",2010," 14",NA
"SARAWAK",2010," 14",NA
"SABAH",2010," 14",NA
"LABUAN",2010," 14",NA
"MALAYSIA",2010," 14","2"
"PERLIS",2011," 14",NA
"KEDAH",2011," 14",NA
"PULAU PINANG",2011," 14",NA
"PERAK",2011," 14",NA
"SELANGOR",2011," 14",NA
"WPKL/PUTRAJAYA",2011," 14",NA
"N.SEMBILAN",2011," 14",NA
"MELAKA",2011," 14",NA
"JOHOR",2011," 14",NA
"PAHANG",2011," 14",NA
"TERENGGANU",2011," 14",NA
"KELANTAN",2011," 14",NA
"SARAWAK",2011," 14",NA
"SABAH",2011," 14",NA
"LABUAN",2011," 14",NA
"MALAYSIA",2011," 14","NO MORTALITY"
"PERLIS",2012," 14",NA
"KEDAH",2012," 14",NA
"PULAU PINANG",2012," 14",NA
"PERAK",2012," 14",NA
"SELANGOR",2012," 14",NA
"WPKL/PUTRAJAYA",2012," 14",NA
"N.SEMBILAN",2012," 14",NA
"MELAKA",2012," 14",NA
"JOHOR",2012," 14",NA
"PAHANG",2012," 14",NA
"TERENGGANU",2012," 14",NA
"KELANTAN",2012," 14",NA
"SARAWAK",2012," 14",NA
"SABAH",2012," 14",NA
"LABUAN",2012," 14",NA
"MALAYSIA",2012," 14","0"
"PERLIS",2013," 14",NA
"KEDAH",2013," 14",NA
"PULAU PINANG",2013," 14",NA
"PERAK",2013," 14",NA
"SELANGOR",2013," 14",NA
"WPKL/PUTRAJAYA",2013," 14",NA
"N.SEMBILAN",2013," 14",NA
"MELAKA",2013," 14",NA
"JOHOR",2013," 14",NA
"PAHANG",2013," 14",NA
"TERENGGANU",2013," 14",NA
"KELANTAN",2013," 14",NA
"SARAWAK",2013," 14",NA
"SABAH",2013," 14",NA
"LABUAN",2013," 14",NA
"MALAYSIA",2013," 14","0"
"PERLIS",2014," 14",NA
"KEDAH",2014," 14",NA
"PULAU PINANG",2014," 14",NA
"PERAK",2014," 14",NA
"SELANGOR",2014," 14",NA
"WPKL/PUTRAJAYA",2014," 14",NA
"N.SEMBILAN",2014," 14",NA
"MELAKA",2014," 14",NA
"JOHOR",2014," 14",NA
"PAHANG",2014," 14",NA
"TERENGGANU",2014," 14",NA
"KELANTAN",2014," 14",NA
"SARAWAK",2014," 14",NA
"SABAH",2014," 14",NA
"LABUAN",2014," 14",NA
"MALAYSIA",2014," 14","MISSING"
"PERLIS",2015," 14",NA
"KEDAH",2015," 14",NA
"PULAU PINANG",2015," 14",NA
"PERAK",2015," 14",NA
"SELANGOR",2015," 14",NA
"WPKL/PUTRAJAYA",2015," 14",NA
"N.SEMBILAN",2015," 14",NA
"MELAKA",2015," 14",NA
"JOHOR",2015," 14",NA
"PAHANG",2015," 14",NA
"TERENGGANU",2015," 14",NA
"KELANTAN",2015," 14",NA
"SARAWAK",2015," 14",NA
"SABAH",2015," 14",NA
"LABUAN",2015," 14",NA
"MALAYSIA",2015," 14","0"
"PERLIS",2010," 15",NA
"KEDAH",2010," 15",NA
"PULAU PINANG",2010," 15",NA
"PERAK",2010," 15",NA
"SELANGOR",2010," 15","2"
"WPKL/PUTRAJAYA",2010," 15","2"
"N.SEMBILAN",2010," 15",NA
"MELAKA",2010," 15",NA
"JOHOR",2010," 15",NA
"PAHANG",2010," 15",NA
"TERENGGANU",2010," 15",NA
"KELANTAN",2010," 15","1"
"SARAWAK",2010," 15",NA
"SABAH",2010," 15",NA
"LABUAN",2010," 15",NA
"MALAYSIA",2010," 15","5"
"PERLIS",2011," 15",NA
"KEDAH",2011," 15",NA
"PULAU PINANG",2011," 15",NA
"PERAK",2011," 15",NA
"SELANGOR",2011," 15",NA
"WPKL/PUTRAJAYA",2011," 15",NA
"N.SEMBILAN",2011," 15",NA
"MELAKA",2011," 15",NA
"JOHOR",2011," 15",NA
"PAHANG",2011," 15",NA
"TERENGGANU",2011," 15",NA
"KELANTAN",2011," 15",NA
"SARAWAK",2011," 15",NA
"SABAH",2011," 15",NA
"LABUAN",2011," 15",NA
"MALAYSIA",2011," 15","NO MORTALITY"
"PERLIS",2012," 15",NA
"KEDAH",2012," 15",NA
"PULAU PINANG",2012," 15",NA
"PERAK",2012," 15",NA
"SELANGOR",2012," 15","1"
"WPKL/PUTRAJAYA",2012," 15",NA
"N.SEMBILAN",2012," 15",NA
"MELAKA",2012," 15",NA
"JOHOR",2012," 15",NA
"PAHANG",2012," 15",NA
"TERENGGANU",2012," 15",NA
"KELANTAN",2012," 15",NA
"SARAWAK",2012," 15",NA
"SABAH",2012," 15",NA
"LABUAN",2012," 15",NA
"MALAYSIA",2012," 15","1"
"PERLIS",2013," 15",NA
"KEDAH",2013," 15",NA
"PULAU PINANG",2013," 15",NA
"PERAK",2013," 15",NA
"SELANGOR",2013," 15",NA
"WPKL/PUTRAJAYA",2013," 15",NA
"N.SEMBILAN",2013," 15",NA
"MELAKA",2013," 15",NA
"JOHOR",2013," 15",NA
"PAHANG",2013," 15",NA
"TERENGGANU",2013," 15",NA
"KELANTAN",2013," 15",NA
"SARAWAK",2013," 15",NA
"SABAH",2013," 15",NA
"LABUAN",2013," 15",NA
"MALAYSIA",2013," 15","0"
"PERLIS",2014," 15",NA
"KEDAH",2014," 15",NA
"PULAU PINANG",2014," 15",NA
"PERAK",2014," 15",NA
"SELANGOR",2014," 15","1"
"WPKL/PUTRAJAYA",2014," 15",NA
"N.SEMBILAN",2014," 15",NA
"MELAKA",2014," 15",NA
"JOHOR",2014," 15",NA
"PAHANG",2014," 15",NA
"TERENGGANU",2014," 15",NA
"KELANTAN",2014," 15",NA
"SARAWAK",2014," 15",NA
"SABAH",2014," 15",NA
"LABUAN",2014," 15",NA
"MALAYSIA",2014," 15","1"
"PERLIS",2015," 15",NA
"KEDAH",2015," 15",NA
"PULAU PINANG",2015," 15",NA
"PERAK",2015," 15",NA
"SELANGOR",2015," 15",NA
"WPKL/PUTRAJAYA",2015," 15",NA
"N.SEMBILAN",2015," 15",NA
"MELAKA",2015," 15",NA
"JOHOR",2015," 15",NA
"PAHANG",2015," 15",NA
"TERENGGANU",2015," 15",NA
"KELANTAN",2015," 15",NA
"SARAWAK",2015," 15",NA
"SABAH",2015," 15",NA
"LABUAN",2015," 15",NA
"MALAYSIA",2015," 15","0"
"PERLIS",2010," 16",NA
"KEDAH",2010," 16",NA
"PULAU PINANG",2010," 16",NA
"PERAK",2010," 16",NA
"SELANGOR",2010," 16",NA
"WPKL/PUTRAJAYA",2010," 16",NA
"N.SEMBILAN",2010," 16","2"
"MELAKA",2010," 16",NA
"JOHOR",2010," 16",NA
"PAHANG",2010," 16",NA
"TERENGGANU",2010," 16",NA
"KELANTAN",2010," 16",NA
"SARAWAK",2010," 16",NA
"SABAH",2010," 16",NA
"LABUAN",2010," 16",NA
"MALAYSIA",2010," 16","2"
"PERLIS",2011," 16",NA
"KEDAH",2011," 16",NA
"PULAU PINANG",2011," 16",NA
"PERAK",2011," 16","1"
"SELANGOR",2011," 16",NA
"WPKL/PUTRAJAYA",2011," 16",NA
"N.SEMBILAN",2011," 16",NA
"MELAKA",2011," 16",NA
"JOHOR",2011," 16",NA
"PAHANG",2011," 16",NA
"TERENGGANU",2011," 16",NA
"KELANTAN",2011," 16","1"
"SARAWAK",2011," 16",NA
"SABAH",2011," 16",NA
"LABUAN",2011," 16",NA
"MALAYSIA",2011," 16","2"
"PERLIS",2012," 16",NA
"KEDAH",2012," 16",NA
"PULAU PINANG",2012," 16",NA
"PERAK",2012," 16",NA
"SELANGOR",2012," 16",NA
"WPKL/PUTRAJAYA",2012," 16",NA
"N.SEMBILAN",2012," 16",NA
"MELAKA",2012," 16",NA
"JOHOR",2012," 16",NA
"PAHANG",2012," 16",NA
"TERENGGANU",2012," 16",NA
"KELANTAN",2012," 16",NA
"SARAWAK",2012," 16",NA
"SABAH",2012," 16",NA
"LABUAN",2012," 16",NA
"MALAYSIA",2012," 16","0"
"PERLIS",2013," 16",NA
"KEDAH",2013," 16",NA
"PULAU PINANG",2013," 16",NA
"PERAK",2013," 16",NA
"SELANGOR",2013," 16",NA
"WPKL/PUTRAJAYA",2013," 16",NA
"N.SEMBILAN",2013," 16",NA
"MELAKA",2013," 16",NA
"JOHOR",2013," 16",NA
"PAHANG",2013," 16",NA
"TERENGGANU",2013," 16",NA
"KELANTAN",2013," 16",NA
"SARAWAK",2013," 16",NA
"SABAH",2013," 16",NA
"LABUAN",2013," 16",NA
"MALAYSIA",2013," 16","0"
"PERLIS",2014," 16",NA
"KEDAH",2014," 16",NA
"PULAU PINANG",2014," 16",NA
"PERAK",2014," 16","1"
"SELANGOR",2014," 16",NA
"WPKL/PUTRAJAYA",2014," 16",NA
"N.SEMBILAN",2014," 16",NA
"MELAKA",2014," 16",NA
"JOHOR",2014," 16",NA
"PAHANG",2014," 16",NA
"TERENGGANU",2014," 16",NA
"KELANTAN",2014," 16",NA
"SARAWAK",2014," 16",NA
"SABAH",2014," 16",NA
"LABUAN",2014," 16",NA
"MALAYSIA",2014," 16","1"
"PERLIS",2015," 16",NA
"KEDAH",2015," 16",NA
"PULAU PINANG",2015," 16",NA
"PERAK",2015," 16",NA
"SELANGOR",2015," 16",NA
"WPKL/PUTRAJAYA",2015," 16",NA
"N.SEMBILAN",2015," 16",NA
"MELAKA",2015," 16",NA
"JOHOR",2015," 16",NA
"PAHANG",2015," 16",NA
"TERENGGANU",2015," 16",NA
"KELANTAN",2015," 16",NA
"SARAWAK",2015," 16",NA
"SABAH",2015," 16",NA
"LABUAN",2015," 16",NA
"MALAYSIA",2015," 16","0"
"PERLIS",2010," 17",NA
"KEDAH",2010," 17",NA
"PULAU PINANG",2010," 17",NA
"PERAK",2010," 17","1"
"SELANGOR",2010," 17",NA
"WPKL/PUTRAJAYA",2010," 17",NA
"N.SEMBILAN",2010," 17",NA
"MELAKA",2010," 17","1"
"JOHOR",2010," 17",NA
"PAHANG",2010," 17",NA
"TERENGGANU",2010," 17",NA
"KELANTAN",2010," 17",NA
"SARAWAK",2010," 17",NA
"SABAH",2010," 17",NA
"LABUAN",2010," 17",NA
"MALAYSIA",2010," 17","2"
"PERLIS",2011," 17",NA
"KEDAH",2011," 17",NA
"PULAU PINANG",2011," 17",NA
"PERAK",2011," 17",NA
"SELANGOR",2011," 17","1"
"WPKL/PUTRAJAYA",2011," 17",NA
"N.SEMBILAN",2011," 17",NA
"MELAKA",2011," 17",NA
"JOHOR",2011," 17",NA
"PAHANG",2011," 17",NA
"TERENGGANU",2011," 17",NA
"KELANTAN",2011," 17",NA
"SARAWAK",2011," 17",NA
"SABAH",2011," 17",NA
"LABUAN",2011," 17",NA
"MALAYSIA",2011," 17","1"
"PERLIS",2012," 17",NA
"KEDAH",2012," 17",NA
"PULAU PINANG",2012," 17",NA
"PERAK",2012," 17",NA
"SELANGOR",2012," 17",NA
"WPKL/PUTRAJAYA",2012," 17",NA
"N.SEMBILAN",2012," 17",NA
"MELAKA",2012," 17",NA
"JOHOR",2012," 17",NA
"PAHANG",2012," 17",NA
"TERENGGANU",2012," 17",NA
"KELANTAN",2012," 17",NA
"SARAWAK",2012," 17",NA
"SABAH",2012," 17",NA
"LABUAN",2012," 17",NA
"MALAYSIA",2012," 17","0"
"PERLIS",2013," 17",NA
"KEDAH",2013," 17",NA
"PULAU PINANG",2013," 17",NA
"PERAK",2013," 17",NA
"SELANGOR",2013," 17",NA
"WPKL/PUTRAJAYA",2013," 17","1"
"N.SEMBILAN",2013," 17",NA
"MELAKA",2013," 17",NA
"JOHOR",2013," 17",NA
"PAHANG",2013," 17",NA
"TERENGGANU",2013," 17",NA
"KELANTAN",2013," 17",NA
"SARAWAK",2013," 17",NA
"SABAH",2013," 17",NA
"LABUAN",2013," 17",NA
"MALAYSIA",2013," 17","1"
"PERLIS",2014," 17",NA
"KEDAH",2014," 17",NA
"PULAU PINANG",2014," 17",NA
"PERAK",2014," 17",NA
"SELANGOR",2014," 17",NA
"WPKL/PUTRAJAYA",2014," 17",NA
"N.SEMBILAN",2014," 17",NA
